sigungu_code,sido_code,sigungu_name,job_top_code,year_month,job_openings,job_seekers,placements,valid_openings,valid_seekers
41461,41,용인시 처인구,11,2025-07,78,37,6,85,145
41461,41,용인시 처인구,12,2025-07,244,105,27,248,386
41461,41,용인시 처인구,13,2025-07,78,20,5,71,82
41463,41,용인시 기흥구,01,2025-07,70,728,209,78,3063
41463,41,용인시 기흥구,02,2025-07,29,428,150,36,1648
41463,41,용인시 기흥구,03,2025-07,39,245,73,33,1128
41463,41,용인시 기흥구,04,2025-07,25,161,47,31,641
41463,41,용인시 기흥구,05,2025-07,69,215,63,69,1025
41463,41,용인시 기흥구,06,2025-07,589,581,264,502,1927
41463,41,용인시 기흥구,07,2025-07,68,224,87,70,927
41463,41,용인시 기흥구,08,2025-07,12,105,42,9,371
41463,41,용인시 기흥구,09,2025-07,18,67,15,24,247
41463,41,용인시 기흥구,10,2025-07,23,74,31,15,281
41463,41,용인시 기흥구,11,2025-07,4,39,7,8,144
41463,41,용인시 기흥구,12,2025-07,59,59,22,26,225
41463,41,용인시 기흥구,13,2025-07,2,17,4,9,78
41465,41,용인시 수지구,01,2025-07,28,525,159,26,2280
41465,41,용인시 수지구,02,2025-07,6,317,109,13,1358
41465,41,용인시 수지구,03,2025-07,17,180,41,19,811
41465,41,용인시 수지구,04,2025-07,6,89,37,7,385
41465,41,용인시 수지구,05,2025-07,0,203,58,0,838
41465,41,용인시 수지구,06,2025-07,361,309,104,278,1045
41465,41,용인시 수지구,07,2025-07,9,109,26,24,516
41465,41,용인시 수지구,08,2025-07,7,35,11,6,135
41465,41,용인시 수지구,09,2025-07,2,33,8,2,110
41465,41,용인시 수지구,10,2025-07,2,38,14,2,155
41465,41,용인시 수지구,11,2025-07,0,22,3,0,95
41465,41,용인시 수지구,12,2025-07,5,13,1,5,63
41465,41,용인시 수지구,13,2025-07,0,9,0,4,36
41480,41,파주시,01,2025-07,158,1177,295,157,4294
41480,41,파주시,02,2025-07,30,307,108,43,1292
41480,41,파주시,03,2025-07,47,309,84,65,1348
41480,41,파주시,04,2025-07,40,286,77,36,1032
41480,41,파주시,05,2025-07,11,297,69,21,1217
41480,41,파주시,06,2025-07,466,965,428,310,3073
41480,41,파주시,07,2025-07,104,430,119,120,1504
41480,41,파주시,08,2025-07,38,187,42,35,672
41480,41,파주시,09,2025-07,142,134,46,150,469
41480,41,파주시,10,2025-07,84,149,85,68,543
41480,41,파주시,11,2025-07,86,74,23,96,282
41480,41,파주시,12,2025-07,587,303,127,488,1145
41480,41,파주시,13,2025-07,12,20,0,9,68
41500,41,이천시,01,2025-07,140,422,168,134,1481
41500,41,이천시,02,2025-07,27,117,36,86,432
41500,41,이천시,03,2025-07,22,84,43,28,401
41500,41,이천시,04,2025-07,21,58,27,28,231
41500,41,이천시,05,2025-07,23,92,20,18,292
41500,41,이천시,06,2025-07,169,319,215,123,1198
41500,41,이천시,07,2025-07,70,154,50,93,543
41500,41,이천시,08,2025-07,43,70,16,59,239
41500,41,이천시,09,2025-07,86,40,28,101,170
41500,41,이천시,10,2025-07,30,65,25,32,204
41500,41,이천시,11,2025-07,44,46,14,49,153
41500,41,이천시,12,2025-07,310,137,65,286,391
41500,41,이천시,13,2025-07,216,14,9,127,47
41550,41,안성시,01,2025-07,126,402,99,153,1442
41550,41,안성시,02,2025-07,25,111,39,48,468
41550,41,안성시,03,2025-07,46,119,37,39,416
41550,41,안성시,04,2025-07,18,65,14,18,212
41550,41,안성시,05,2025-07,4,59,12,9,239
41550,41,안성시,06,2025-07,183,301,105,128,1111
41550,41,안성시,07,2025-07,76,131,42,73,518
41550,41,안성시,08,2025-07,25,96,21,26,329
41550,41,안성시,09,2025-07,124,79,27,170,262
41550,41,안성시,10,2025-07,17,50,16,22,187
41550,41,안성시,11,2025-07,110,31,9,72,94
41550,41,안성시,12,2025-07,282,130,43,237,497
41550,41,안성시,13,2025-07,125,13,4,61,46
41570,41,김포시,01,2025-07,209,946,280,233,3796
41570,41,김포시,02,2025-07,60,297,91,70,1151
41570,41,김포시,03,2025-07,43,239,80,46,1157
41570,41,김포시,04,2025-07,31,176,62,42,667
41570,41,김포시,05,2025-07,16,249,59,29,1110
41570,41,김포시,06,2025-07,533,890,414,352,2691
41570,41,김포시,07,2025-07,244,376,96,272,1303
41570,41,김포시,08,2025-07,11,129,31,16,505
41570,41,김포시,09,2025-07,349,119,44,387,453
41570,41,김포시,10,2025-07,75,80,30,83,293
41570,41,김포시,11,2025-07,181,50,14,146,228
41570,41,김포시,12,2025-07,586,210,49,516,728
41570,41,김포시,13,2025-07,29,10,4,18,38
41590,41,화성시,01,2025-07,565,1839,499,628,7199
41590,41,화성시,02,2025-07,162,742,227,242,2885
41590,41,화성시,03,2025-07,82,440,167,59,2141
41590,41,화성시,04,2025-07,87,356,95,86,1520
41590,41,화성시,05,2025-07,30,311,63,32,1504
41590,41,화성시,06,2025-07,607,1261,544,471,4131
41590,41,화성시,07,2025-07,367,533,147,424,1995
41590,41,화성시,08,2025-07,116,293,64,151,1051
41590,41,화성시,09,2025-07,1175,385,153,1245,1213
41590,41,화성시,10,2025-07,237,257,77,269,935
41590,41,화성시,11,2025-07,499,124,32,534,413
41590,41,화성시,12,2025-07,1332,352,104,1314,1122
41590,41,화성시,13,2025-07,67,24,8,68,90
41610,41,광주시,01,2025-07,151,700,230,164,2882
41610,41,광주시,02,2025-07,39,226,89,47,977
41610,41,광주시,03,2025-07,70,174,55,60,759
41610,41,광주시,04,2025-07,21,118,42,29,542
41610,41,광주시,05,2025-07,15,229,46,16,888
41610,41,광주시,06,2025-07,384,674,294,238,2218
41610,41,광주시,07,2025-07,138,341,109,127,1191
41610,41,광주시,08,2025-07,18,158,51,16,568
41610,41,광주시,09,2025-07,157,75,35,175,302
41610,41,광주시,10,2025-07,43,83,28,46,289
41610,41,광주시,11,2025-07,98,75,17,115,283
41610,41,광주시,12,2025-07,418,222,73,446,852
41610,41,광주시,13,2025-07,20,9,3,12,37
41630,41,양주시,01,2025-07,96,605,193,65,2493
41630,41,양주시,02,2025-07,37,151,51,41,627
41630,41,양주시,03,2025-07,67,181,83,52,830
41630,41,양주시,04,2025-07,47,137,64,43,563
41630,41,양주시,05,2025-07,7,125,33,11,589
41630,41,양주시,06,2025-07,319,651,261,217,2005
41630,41,양주시,07,2025-07,65,295,61,78,1030
41630,41,양주시,08,2025-07,14,91,17,16,433
41630,41,양주시,09,2025-07,71,81,10,68,266
41630,41,양주시,10,2025-07,13,72,23,11,237
41630,41,양주시,11,2025-07,123,45,20,94,251
41630,41,양주시,12,2025-07,219,192,65,217,750
41630,41,양주시,13,2025-07,16,11,3,14,32
41650,41,포천시,01,2025-07,161,232,75,168,777
41650,41,포천시,02,2025-07,37,50,13,48,199
41650,41,포천시,03,2025-07,43,70,27,38,263
41650,41,포천시,04,2025-07,26,34,17,31,147
41650,41,포천시,05,2025-07,10,42,11,19,188
41650,41,포천시,06,2025-07,226,271,139,165,993
41650,41,포천시,07,2025-07,95,130,41,93,450
41650,41,포천시,08,2025-07,18,74,17,20,187
41650,41,포천시,09,2025-07,151,27,12,122,127
41650,41,포천시,10,2025-07,32,31,12,26,96
41650,41,포천시,11,2025-07,107,45,17,97,160
41650,41,포천시,12,2025-07,482,157,61,378,559
41650,41,포천시,13,2025-07,171,23,8,82,68
41670,41,여주시,01,2025-07,45,169,52,50,586
41670,41,여주시,02,2025-07,6,35,12,13,191
41670,41,여주시,03,2025-07,38,62,17,32,217
41670,41,여주시,04,2025-07,17,36,13,17,148
41670,41,여주시,05,2025-07,5,22,3,4,138
41670,41,여주시,06,2025-07,101,148,46,99,576
41670,41,여주시,07,2025-07,30,103,25,34,300
41670,41,여주시,08,2025-07,4,31,7,6,166
41670,41,여주시,09,2025-07,47,23,5,45,77
41670,41,여주시,10,2025-07,14,19,5,23,80
41670,41,여주시,11,2025-07,26,7,7,28,34
41670,41,여주시,12,2025-07,163,38,24,133,194
41670,41,여주시,13,2025-07,45,8,2,41,43
41800,41,연천군,01,2025-07,36,40,15,33,169
41800,41,연천군,02,2025-07,4,14,8,5,45
41800,41,연천군,03,2025-07,16,30,12,13,94
41800,41,연천군,04,2025-07,9,9,4,6,37
41800,41,연천군,05,2025-07,3,14,4,4,42
41800,41,연천군,06,2025-07,50,62,38,47,241
41800,41,연천군,07,2025-07,19,26,8,20,84
41800,41,연천군,08,2025-07,15,22,2,16,89
41800,41,연천군,09,2025-07,2,9,2,36,31
41800,41,연천군,10,2025-07,2,4,6,2,26
41800,41,연천군,11,2025-07,11,1,5,14,16
41800,41,연천군,12,2025-07,15,35,9,18,92
41800,41,연천군,13,2025-07,12,11,20,9,35
41820,41,가평군,01,2025-07,12,91,20,12,284
41820,41,가평군,02,2025-07,2,29,5,8,107
41820,41,가평군,03,2025-07,13,26,16,13,100
41820,41,가평군,04,2025-07,10,20,4,14,66
41820,41,가평군,05,2025-07,0,16,3,0,60
41820,41,가평군,06,2025-07,140,163,61,138,424
41820,41,가평군,07,2025-07,7,40,30,5,150
41820,41,가평군,08,2025-07,2,35,7,4,88
41820,41,가평군,09,2025-07,3,6,4,3,25
41820,41,가평군,10,2025-07,0,8,1,2,30
41820,41,가평군,11,2025-07,12,8,1,6,21
41820,41,가평군,12,2025-07,8,15,2,8,55
41820,41,가평군,13,2025-07,14,25,10,10,58
41830,41,양평군,01,2025-07,23,138,25,22,574
41830,41,양평군,02,2025-07,6,67,9,4,209
41830,41,양평군,03,2025-07,55,68,17,51,242
41830,41,양평군,04,2025-07,33,36,9,40,136
41830,41,양평군,05,2025-07,8,38,3,7,152
41830,41,양평군,06,2025-07,183,186,57,180,627
41830,41,양평군,07,2025-07,21,72,20,20,242
41830,41,양평군,08,2025-07,7,51,7,8,179
41830,41,양평군,09,2025-07,3,20,1,6,65
41830,41,양평군,10,2025-07,0,12,4,0,51
41830,41,양평군,11,2025-07,8,3,2,15,43
41830,41,양평군,12,2025-07,16,15,3,26,87
41830,41,양평군,13,2025-07,53,9,5,40,60
43111,43,청주시 상당구,01,2025-07,26,338,124,22,1445
43111,43,청주시 상당구,02,2025-07,22,100,52,23,494
43111,43,청주시 상당구,03,2025-07,28,120,33,21,502
43111,43,청주시 상당구,04,2025-07,7,74,28,1,343
43111,43,청주시 상당구,05,2025-07,1,34,12,1,203
43111,43,청주시 상당구,06,2025-07,38,339,72,46,1041
43111,43,청주시 상당구,07,2025-07,21,138,31,12,499
43111,43,청주시 상당구,08,2025-07,9,69,19,9,304
43111,43,청주시 상당구,09,2025-07,3,59,19,3,187
43111,43,청주시 상당구,10,2025-07,17,97,48,12,313
43111,43,청주시 상당구,11,2025-07,5,43,18,5,131
43111,43,청주시 상당구,12,2025-07,15,170,58,13,523
43111,43,청주시 상당구,13,2025-07,14,21,1,3,50
43112,43,청주시 서원구,01,2025-07,41,393,129,42,1479
43112,43,청주시 서원구,02,2025-07,21,193,63,27,765
43112,43,청주시 서원구,03,2025-07,16,116,36,13,470
43112,43,청주시 서원구,04,2025-07,11,78,21,15,285
43112,43,청주시 서원구,05,2025-07,5,63,13,4,287
43112,43,청주시 서원구,06,2025-07,77,408,72,79,1157
43112,43,청주시 서원구,07,2025-07,26,116,29,25,446
43112,43,청주시 서원구,08,2025-07,11,76,11,19,262
43112,43,청주시 서원구,09,2025-07,37,54,18,39,210
43112,43,청주시 서원구,10,2025-07,17,108,32,19,320
43112,43,청주시 서원구,11,2025-07,8,29,22,10,121
43112,43,청주시 서원구,12,2025-07,82,180,57,74,568
43112,43,청주시 서원구,13,2025-07,1,27,2,1,47
43113,43,청주시 흥덕구,01,2025-07,98,540,208,90,2098
43113,43,청주시 흥덕구,02,2025-07,34,235,84,45,933
43113,43,청주시 흥덕구,03,2025-07,39,136,41,31,567
43113,43,청주시 흥덕구,04,2025-07,15,118,32,14,484
43113,43,청주시 흥덕구,05,2025-07,10,83,23,9,353
43113,43,청주시 흥덕구,06,2025-07,126,415,101,105,1476
43113,43,청주시 흥덕구,07,2025-07,49,164,51,47,591
43113,43,청주시 흥덕구,08,2025-07,9,132,11,16,436
43113,43,청주시 흥덕구,09,2025-07,47,77,27,72,282
43113,43,청주시 흥덕구,10,2025-07,103,154,62,101,503
43113,43,청주시 흥덕구,11,2025-07,90,39,22,73,160
43113,43,청주시 흥덕구,12,2025-07,131,281,95,126,877
43113,43,청주시 흥덕구,13,2025-07,39,10,0,6,40
43114,43,청주시 청원구,01,2025-07,84,392,137,90,1468
43114,43,청주시 청원구,02,2025-07,58,122,51,72,532
43114,43,청주시 청원구,03,2025-07,30,86,36,27,365
43114,43,청주시 청원구,04,2025-07,13,78,25,9,366
43114,43,청주시 청원구,05,2025-07,10,64,14,15,231
43114,43,청주시 청원구,06,2025-07,97,280,71,80,897
43114,43,청주시 청원구,07,2025-07,41,126,37,55,432
43114,43,청주시 청원구,08,2025-07,29,88,16,37,284
43114,43,청주시 청원구,09,2025-07,77,55,24,86,211
43114,43,청주시 청원구,10,2025-07,780,120,45,1331,379
43114,43,청주시 청원구,11,2025-07,66,36,22,69,120
43114,43,청주시 청원구,12,2025-07,237,193,69,345,611
43114,43,청주시 청원구,13,2025-07,27,9,1,16,19
43130,43,충주시,01,2025-07,82,419,116,106,1452
43130,43,충주시,02,2025-07,24,153,38,39,530
43130,43,충주시,03,2025-07,37,102,37,39,396
43130,43,충주시,04,2025-07,22,75,35,26,310
43130,43,충주시,05,2025-07,4,65,8,3,198
43130,43,충주시,06,2025-07,91,195,90,88,909
43130,43,충주시,07,2025-07,23,113,32,45,440
43130,43,충주시,08,2025-07,29,98,29,53,337
43130,43,충주시,09,2025-07,48,82,32,93,266
43130,43,충주시,10,2025-07,17,74,25,16,225
43130,43,충주시,11,2025-07,21,38,21,26,109
43130,43,충주시,12,2025-07,141,147,45,100,526
43130,43,충주시,13,2025-07,48,16,10,35,65
43150,43,제천시,01,2025-07,64,184,66,55,674
43150,43,제천시,02,2025-07,14,62,22,16,210
43150,43,제천시,03,2025-07,50,53,31,27,247
43150,43,제천시,04,2025-07,15,59,36,18,203
43150,43,제천시,05,2025-07,0,20,5,0,101
43150,43,제천시,06,2025-07,105,171,54,100,650
43150,43,제천시,07,2025-07,38,77,14,40,321
43150,43,제천시,08,2025-07,14,57,15,20,216
43150,43,제천시,09,2025-07,22,34,7,29,133
43150,43,제천시,10,2025-07,4,19,7,5,73
43150,43,제천시,11,2025-07,27,20,9,34,85
43150,43,제천시,12,2025-07,69,94,24,41,321
43150,43,제천시,13,2025-07,7,8,7,2,47
43720,43,보은군,01,2025-07,8,42,5,17,96
43720,43,보은군,02,2025-07,3,11,2,3,28
43720,43,보은군,03,2025-07,4,13,4,5,44
43720,43,보은군,04,2025-07,3,8,3,4,24
43720,43,보은군,05,2025-07,0,6,3,0,12
43720,43,보은군,06,2025-07,18,24,16,19,104
43720,43,보은군,07,2025-07,9,13,2,8,62
43720,43,보은군,08,2025-07,5,10,1,7,48
43720,43,보은군,09,2025-07,14,10,5,14,30
43720,43,보은군,10,2025-07,0,4,0,1,7
43720,43,보은군,11,2025-07,9,3,1,14,12
43720,43,보은군,12,2025-07,13,23,11,18,77
43720,43,보은군,13,2025-07,3,7,2,1,29
43730,43,옥천군,01,2025-07,27,79,26,24,250
43730,43,옥천군,02,2025-07,6,30,6,7,89
43730,43,옥천군,03,2025-07,0,14,10,4,60
43730,43,옥천군,04,2025-07,2,23,7,6,50
43730,43,옥천군,05,2025-07,0,3,3,1,23
43730,43,옥천군,06,2025-07,13,42,15,18,159
43730,43,옥천군,07,2025-07,7,23,8,10,102
43730,43,옥천군,08,2025-07,4,6,0,3,42
43730,43,옥천군,09,2025-07,33,18,17,27,76
43730,43,옥천군,10,2025-07,3,6,2,4,28
43730,43,옥천군,11,2025-07,15,8,7,7,21
43730,43,옥천군,12,2025-07,23,43,16,36,138
43730,43,옥천군,13,2025-07,10,3,1,7,15
43740,43,영동군,01,2025-07,6,30,14,8,146
43740,43,영동군,02,2025-07,5,10,4,7,38
43740,43,영동군,03,2025-07,7,13,3,8,50
43740,43,영동군,04,2025-07,3,28,1,6,66
43740,43,영동군,05,2025-07,0,11,0,0,31
43740,43,영동군,06,2025-07,17,14,3,16,122
43740,43,영동군,07,2025-07,3,17,4,4,80
43740,43,영동군,08,2025-07,3,22,1,4,78
43740,43,영동군,09,2025-07,1,3,1,7,23
43740,43,영동군,10,2025-07,2,9,0,2,27
43740,43,영동군,11,2025-07,0,9,2,2,23
43740,43,영동군,12,2025-07,13,20,3,23,74
43740,43,영동군,13,2025-07,3,2,0,0,16
43745,43,증평군,01,2025-07,19,65,24,22,257
43745,43,증평군,02,2025-07,4,6,3,7,59
43745,43,증평군,03,2025-07,4,12,5,3,57
43745,43,증평군,04,2025-07,1,12,6,4,80
43745,43,증평군,05,2025-07,1,3,2,1,24
43745,43,증평군,06,2025-07,10,53,13,21,194
43745,43,증평군,07,2025-07,13,27,9,9,86
43745,43,증평군,08,2025-07,0,10,5,0,77
43745,43,증평군,09,2025-07,10,21,1,8,41
43745,43,증평군,10,2025-07,9,28,8,7,58
43745,43,증평군,11,2025-07,8,4,3,6,26
43745,43,증평군,12,2025-07,32,51,29,24,178
43745,43,증평군,13,2025-07,3,2,0,9,7
43750,43,진천군,01,2025-07,58,142,63,71,519
43750,43,진천군,02,2025-07,14,32,10,19,121
43750,43,진천군,03,2025-07,7,23,11,7,84
43750,43,진천군,04,2025-07,7,12,3,3,59
43750,43,진천군,05,2025-07,1,13,0,1,48
43750,43,진천군,06,2025-07,53,89,42,44,383
43750,43,진천군,07,2025-07,63,67,27,53,196
43750,43,진천군,08,2025-07,19,31,9,14,104
43750,43,진천군,09,2025-07,94,41,11,81,120
43750,43,진천군,10,2025-07,20,34,15,31,83
43750,43,진천군,11,2025-07,142,28,12,108,84
43750,43,진천군,12,2025-07,277,126,60,265,366
43750,43,진천군,13,2025-07,45,3,0,14,22
43760,43,괴산군,01,2025-07,22,37,22,26,136
43760,43,괴산군,02,2025-07,4,8,3,9,37
43760,43,괴산군,03,2025-07,17,16,5,12,59
43760,43,괴산군,04,2025-07,4,4,0,7,24
43760,43,괴산군,05,2025-07,0,3,0,0,17
43760,43,괴산군,06,2025-07,33,52,27,37,145
43760,43,괴산군,07,2025-07,13,25,8,20,67
43760,43,괴산군,08,2025-07,2,21,1,3,72
43760,43,괴산군,09,2025-07,12,11,1,4,37
43760,43,괴산군,10,2025-07,0,9,3,0,23
43760,43,괴산군,11,2025-07,8,3,2,3,20
43760,43,괴산군,12,2025-07,99,25,21,104,98
43760,43,괴산군,13,2025-07,10,4,1,11,31
43770,43,음성군,01,2025-07,128,134,63,145,501
43770,43,음성군,02,2025-07,25,23,17,29,121
43770,43,음성군,03,2025-07,19,33,12,16,129
43770,43,음성군,04,2025-07,6,21,7,4,86
43770,43,음성군,05,2025-07,6,12,2,8,52
43770,43,음성군,06,2025-07,46,81,37,49,346
43770,43,음성군,07,2025-07,91,63,21,97,227
43770,43,음성군,08,2025-07,13,29,1,67,118
43770,43,음성군,09,2025-07,196,22,9,144,89
43770,43,음성군,10,2025-07,49,25,8,45,80
43770,43,음성군,11,2025-07,196,26,14,161,79
43770,43,음성군,12,2025-07,584,97,39,444,319
43770,43,음성군,13,2025-07,41,3,0,30,18
43800,43,단양군,01,2025-07,9,28,15,7,100
43800,43,단양군,02,2025-07,3,3,0,3,25
43800,43,단양군,03,2025-07,3,12,5,8,34
43800,43,단양군,04,2025-07,1,5,4,2,12
43800,43,단양군,05,2025-07,0,2,1,0,7
43800,43,단양군,06,2025-07,49,45,24,50,182
43800,43,단양군,07,2025-07,12,21,8,8,62
43800,43,단양군,08,2025-07,6,10,4,3,50
43800,43,단양군,09,2025-07,9,13,2,11,33
43800,43,단양군,10,2025-07,0,3,0,0,8
43800,43,단양군,11,2025-07,2,4,1,2,8
43800,43,단양군,12,2025-07,7,14,1,3,40
43800,43,단양군,13,2025-07,2,9,8,3,23
44131,44,천안시 동남구,01,2025-07,87,505,124,90,2066
44131,44,천안시 동남구,02,2025-07,24,186,71,33,802
44131,44,천안시 동남구,03,2025-07,24,155,44,20,631
44131,44,천안시 동남구,04,2025-07,10,98,30,9,408
44131,44,천안시 동남구,05,2025-07,5,113,17,7,430
44131,44,천안시 동남구,06,2025-07,107,368,78,89,1520
44131,44,천안시 동남구,07,2025-07,46,157,42,57,656
44131,44,천안시 동남구,08,2025-07,22,119,8,25,471
44131,44,천안시 동남구,09,2025-07,103,74,25,74,338
44131,44,천안시 동남구,10,2025-07,16,112,30,14,415
44131,44,천안시 동남구,11,2025-07,77,34,11,71,157
44131,44,천안시 동남구,12,2025-07,218,143,29,173,562
44131,44,천안시 동남구,13,2025-07,57,11,2,23,35
44133,44,천안시 서북구,01,2025-07,146,787,208,139,3237
44133,44,천안시 서북구,02,2025-07,66,343,70,78,1249
44133,44,천안시 서북구,03,2025-07,29,171,53,32,947
44133,44,천안시 서북구,04,2025-07,11,144,44,11,677
44133,44,천안시 서북구,05,2025-07,5,155,25,7,635
44133,44,천안시 서북구,06,2025-07,183,479,133,111,2033
44133,44,천안시 서북구,07,2025-07,48,247,60,54,988
44133,44,천안시 서북구,08,2025-07,7,200,28,93,788
44133,44,천안시 서북구,09,2025-07,242,185,40,242,631
44133,44,천안시 서북구,10,2025-07,90,191,69,81,670
44133,44,천안시 서북구,11,2025-07,146,54,16,129,237
44133,44,천안시 서북구,12,2025-07,219,220,55,160,867
44133,44,천안시 서북구,13,2025-07,19,16,1,15,54
44150,44,공주시,01,2025-07,50,120,46,47,435
44150,44,공주시,02,2025-07,9,42,14,14,147
44150,44,공주시,03,2025-07,30,50,13,27,192
44150,44,공주시,04,2025-07,14,28,16,13,123
44150,44,공주시,05,2025-07,1,30,7,1,118
44150,44,공주시,06,2025-07,70,149,57,64,501
44150,44,공주시,07,2025-07,39,53,19,49,169
44150,44,공주시,08,2025-07,2,39,5,1,179
44150,44,공주시,09,2025-07,11,28,1,6,80
44150,44,공주시,10,2025-07,1,29,11,4,75
44150,44,공주시,11,2025-07,17,12,6,12,61
44150,44,공주시,12,2025-07,55,59,17,56,174
44150,44,공주시,13,2025-07,24,9,0,17,32
44180,44,보령시,01,2025-07,69,116,55,69,472
44180,44,보령시,02,2025-07,16,43,7,18,130
44180,44,보령시,03,2025-07,32,43,19,23,175
44180,44,보령시,04,2025-07,12,37,13,12,129
44180,44,보령시,05,2025-07,6,5,4,6,35
44180,44,보령시,06,2025-07,46,116,70,94,548
44180,44,보령시,07,2025-07,36,73,41,20,225
44180,44,보령시,08,2025-07,8,101,18,5,322
44180,44,보령시,09,2025-07,21,41,11,24,126
44180,44,보령시,10,2025-07,22,28,10,12,74
44180,44,보령시,11,2025-07,5,9,4,11,31
44180,44,보령시,12,2025-07,43,58,22,34,184
44180,44,보령시,13,2025-07,104,10,4,68,41
44200,44,아산시,01,2025-07,158,655,205,179,2469
44200,44,아산시,02,2025-07,41,247,66,58,902
44200,44,아산시,03,2025-07,31,168,53,21,738
44200,44,아산시,04,2025-07,5,132,37,11,526
44200,44,아산시,05,2025-07,4,89,20,6,420
44200,44,아산시,06,2025-07,185,431,128,140,1617
44200,44,아산시,07,2025-07,67,215,76,88,826
44200,44,아산시,08,2025-07,47,169,31,51,666
44200,44,아산시,09,2025-07,479,196,64,420,706
44200,44,아산시,10,2025-07,155,160,31,135,520
44200,44,아산시,11,2025-07,76,43,17,84,170
44200,44,아산시,12,2025-07,372,157,58,320,594
44200,44,아산시,13,2025-07,46,13,3,31,50
44210,44,서산시,01,2025-07,71,260,76,72,986
44210,44,서산시,02,2025-07,21,80,21,38,308
44210,44,서산시,03,2025-07,29,101,43,31,364
44210,44,서산시,04,2025-07,18,110,8,16,288
44210,44,서산시,05,2025-07,0,28,7,1,103
44210,44,서산시,06,2025-07,86,255,55,71,882
44210,44,서산시,07,2025-07,25,123,40,35,438
44210,44,서산시,08,2025-07,8,101,13,10,406
44210,44,서산시,09,2025-07,126,102,34,168,438
44210,44,서산시,10,2025-07,8,42,18,10,128
44210,44,서산시,11,2025-07,36,39,5,45,118
44210,44,서산시,12,2025-07,50,50,20,66,189
44210,44,서산시,13,2025-07,18,4,3,34,24
44230,44,논산시,01,2025-07,47,157,47,48,611
44230,44,논산시,02,2025-07,5,33,12,15,119
44230,44,논산시,03,2025-07,16,57,21,14,198
44230,44,논산시,04,2025-07,26,35,19,35,184
44230,44,논산시,05,2025-07,2,16,0,1,93
44230,44,논산시,06,2025-07,140,189,63,117,722
44230,44,논산시,07,2025-07,39,54,22,36,270
44230,44,논산시,08,2025-07,6,39,4,7,128
44230,44,논산시,09,2025-07,40,23,7,42,79
44230,44,논산시,10,2025-07,4,21,4,8,71
44230,44,논산시,11,2025-07,108,28,10,102,82
44230,44,논산시,12,2025-07,152,94,36,133,286
44230,44,논산시,13,2025-07,252,7,1,156,32
44250,44,계룡시,01,2025-07,2,82,24,6,310
44250,44,계룡시,02,2025-07,6,23,10,16,84
44250,44,계룡시,03,2025-07,6,47,8,8,203
44250,44,계룡시,04,2025-07,2,23,11,2,91
44250,44,계룡시,05,2025-07,0,24,4,1,70
44250,44,계룡시,06,2025-07,12,68,19,6,242
44250,44,계룡시,07,2025-07,1,36,8,1,88
44250,44,계룡시,08,2025-07,0,13,4,0,58
44250,44,계룡시,09,2025-07,1,8,0,1,30
44250,44,계룡시,10,2025-07,10,14,8,13,34
44250,44,계룡시,11,2025-07,2,13,1,6,31
44250,44,계룡시,12,2025-07,13,17,8,11,47
44250,44,계룡시,13,2025-07,0,0,0,0,6
44270,44,당진시,01,2025-07,105,273,121,110,1081
44270,44,당진시,02,2025-07,30,71,24,44,247
44270,44,당진시,03,2025-07,38,69,37,35,335
44270,44,당진시,04,2025-07,16,49,24,11,220
44270,44,당진시,05,2025-07,4,25,5,4,126
44270,44,당진시,06,2025-07,52,155,78,58,812
44270,44,당진시,07,2025-07,49,93,25,66,432
44270,44,당진시,08,2025-07,130,105,25,130,376
44270,44,당진시,09,2025-07,137,77,26,133,332
44270,44,당진시,10,2025-07,18,45,12,20,147
44270,44,당진시,11,2025-07,11,16,5,17,64
44270,44,당진시,12,2025-07,166,69,36,149,276
44270,44,당진시,13,2025-07,51,8,4,33,33
44710,44,금산군,01,2025-07,19,54,9,25,183
44710,44,금산군,02,2025-07,2,14,4,10,46
44710,44,금산군,03,2025-07,5,17,5,6,68
44710,44,금산군,04,2025-07,0,8,4,0,35
44710,44,금산군,05,2025-07,1,10,0,1,32
44710,44,금산군,06,2025-07,8,38,7,7,142
44710,44,금산군,07,2025-07,15,28,9,15,93
44710,44,금산군,08,2025-07,0,19,2,1,72
44710,44,금산군,09,2025-07,14,16,3,13,39
44710,44,금산군,10,2025-07,7,9,2,1,30
44710,44,금산군,11,2025-07,7,9,0,17,32
44710,44,금산군,12,2025-07,79,25,7,67,79
44710,44,금산군,13,2025-07,73,5,0,43,18
44760,44,부여군,01,2025-07,35,61,20,41,206
44760,44,부여군,02,2025-07,14,13,4,17,55
44760,44,부여군,03,2025-07,14,37,17,14,124
44760,44,부여군,04,2025-07,25,9,3,26,59
44760,44,부여군,05,2025-07,0,9,1,0,34
44760,44,부여군,06,2025-07,50,46,20,61,245
44760,44,부여군,07,2025-07,16,25,1,14,115
44760,44,부여군,08,2025-07,1,22,4,0,100
44760,44,부여군,09,2025-07,7,6,4,40,30
44760,44,부여군,10,2025-07,1,8,1,0,38
44760,44,부여군,11,2025-07,12,5,6,24,32
44760,44,부여군,12,2025-07,37,25,12,17,120
44760,44,부여군,13,2025-07,74,8,4,62,26
44770,44,서천군,01,2025-07,24,26,19,19,131
44770,44,서천군,02,2025-07,3,17,7,3,56
44770,44,서천군,03,2025-07,10,26,11,7,84
44770,44,서천군,04,2025-07,5,19,4,7,55
