sigungu_code,sido_code,sigungu_name,job_top_code,year_month,job_openings,job_seekers,placements,valid_openings,valid_seekers
11110,11,종로구,01,2023-08,179,210,54,200,886
11110,11,종로구,02,2023-08,39,76,30,61,331
11110,11,종로구,03,2023-08,20,55,19,19,239
11110,11,종로구,04,2023-08,27,17,10,9,101
11110,11,종로구,05,2023-08,55,99,24,46,406
11110,11,종로구,06,2023-08,488,130,65,505,564
11110,11,종로구,07,2023-08,79,52,20,94,216
11110,11,종로구,08,2023-08,76,11,3,86,69
11110,11,종로구,09,2023-08,18,11,3,13,39
11110,11,종로구,10,2023-08,38,10,4,29,58
11110,11,종로구,11,2023-08,8,13,4,8,65
11110,11,종로구,12,2023-08,56,7,3,56,48
11110,11,종로구,13,2023-08,0,5,0,0,15
11140,11,중구,01,2023-08,254,170,57,296,724
11140,11,중구,02,2023-08,48,65,27,55,314
11140,11,중구,03,2023-08,42,50,12,58,183
11140,11,중구,04,2023-08,11,17,26,16,89
11140,11,중구,05,2023-08,22,70,14,34,318
11140,11,중구,06,2023-08,583,118,46,610,530
11140,11,중구,07,2023-08,81,53,15,124,224
11140,11,중구,08,2023-08,34,17,5,33,71
11140,11,중구,09,2023-08,57,6,3,60,30
11140,11,중구,10,2023-08,58,13,4,57,32
11140,11,중구,11,2023-08,16,8,1,35,53
11140,11,중구,12,2023-08,129,8,1,140,39
11140,11,중구,13,2023-08,0,3,0,0,8
11170,11,용산구,01,2023-08,100,307,76,317,1293
11170,11,용산구,02,2023-08,26,94,32,34,445
11170,11,용산구,03,2023-08,32,88,28,25,389
11170,11,용산구,04,2023-08,21,48,13,18,177
11170,11,용산구,05,2023-08,16,123,38,22,620
11170,11,용산구,06,2023-08,335,227,78,301,922
11170,11,용산구,07,2023-08,136,83,27,124,358
11170,11,용산구,08,2023-08,18,24,11,16,126
11170,11,용산구,09,2023-08,9,7,2,13,80
11170,11,용산구,10,2023-08,29,14,5,35,62
11170,11,용산구,11,2023-08,9,13,2,6,83
11170,11,용산구,12,2023-08,39,11,4,40,65
11170,11,용산구,13,2023-08,4,2,1,3,16
11200,11,성동구,01,2023-08,277,365,106,280,1705
11200,11,성동구,02,2023-08,72,158,56,91,726
11200,11,성동구,03,2023-08,45,108,18,41,461
11200,11,성동구,04,2023-08,17,51,15,17,220
11200,11,성동구,05,2023-08,12,131,35,23,644
11200,11,성동구,06,2023-08,397,338,122,282,1312
11200,11,성동구,07,2023-08,372,110,35,407,468
11200,11,성동구,08,2023-08,16,35,7,14,178
11200,11,성동구,09,2023-08,29,29,7,30,110
11200,11,성동구,10,2023-08,42,28,7,37,89
11200,11,성동구,11,2023-08,41,30,3,54,155
11200,11,성동구,12,2023-08,38,27,3,68,131
11200,11,성동구,13,2023-08,0,1,2,0,12
11215,11,광진구,01,2023-08,106,606,147,104,2432
11215,11,광진구,02,2023-08,10,250,77,22,1156
11215,11,광진구,03,2023-08,36,136,36,30,565
11215,11,광진구,04,2023-08,21,96,27,28,372
11215,11,광진구,05,2023-08,9,242,62,18,1045
11215,11,광진구,06,2023-08,339,577,171,339,1961
11215,11,광진구,07,2023-08,102,171,41,115,715
11215,11,광진구,08,2023-08,15,73,9,30,305
11215,11,광진구,09,2023-08,8,29,10,10,142
11215,11,광진구,10,2023-08,19,33,14,20,162
11215,11,광진구,11,2023-08,0,32,8,0,187
11215,11,광진구,12,2023-08,13,20,6,13,126
11215,11,광진구,13,2023-08,0,10,1,0,23
11230,11,동대문구,01,2023-08,69,598,187,72,2571
11230,11,동대문구,02,2023-08,5,218,67,16,958
11230,11,동대문구,03,2023-08,35,190,53,28,642
11230,11,동대문구,04,2023-08,27,103,36,27,377
11230,11,동대문구,05,2023-08,9,200,56,13,837
11230,11,동대문구,06,2023-08,392,508,233,352,1893
11230,11,동대문구,07,2023-08,96,188,41,37,722
11230,11,동대문구,08,2023-08,33,52,15,20,223
11230,11,동대문구,09,2023-08,10,30,10,9,128
11230,11,동대문구,10,2023-08,9,52,22,10,172
11230,11,동대문구,11,2023-08,3,44,6,14,163
11230,11,동대문구,12,2023-08,20,34,14,19,125
11230,11,동대문구,13,2023-08,1,7,2,1,24
11260,11,중랑구,01,2023-08,41,672,176,51,2848
11260,11,중랑구,02,2023-08,8,186,67,12,986
11260,11,중랑구,03,2023-08,28,195,66,26,812
11260,11,중랑구,04,2023-08,11,122,36,7,548
11260,11,중랑구,05,2023-08,8,203,54,10,1017
11260,11,중랑구,06,2023-08,369,801,302,289,2785
11260,11,중랑구,07,2023-08,23,238,59,24,1053
11260,11,중랑구,08,2023-08,27,102,29,30,402
11260,11,중랑구,09,2023-08,13,35,23,19,198
11260,11,중랑구,10,2023-08,8,45,24,18,237
11260,11,중랑구,11,2023-08,7,61,18,8,236
11260,11,중랑구,12,2023-08,8,43,13,11,219
11260,11,중랑구,13,2023-08,0,4,3,0,35
11290,11,성북구,01,2023-08,48,712,195,74,2961
11290,11,성북구,02,2023-08,13,255,82,16,1230
11290,11,성북구,03,2023-08,33,235,55,25,878
11290,11,성북구,04,2023-08,21,116,26,31,434
11290,11,성북구,05,2023-08,16,240,65,8,1077
11290,11,성북구,06,2023-08,719,595,555,333,2295
11290,11,성북구,07,2023-08,26,199,92,28,837
11290,11,성북구,08,2023-08,211,66,21,607,256
11290,11,성북구,09,2023-08,1,38,10,2,157
11290,11,성북구,10,2023-08,14,49,20,14,197
11290,11,성북구,11,2023-08,7,54,15,9,190
11290,11,성북구,12,2023-08,6,26,11,10,148
11290,11,성북구,13,2023-08,30,8,1,8,34
11305,11,강북구,01,2023-08,32,523,152,33,2062
11305,11,강북구,02,2023-08,2,129,62,2,711
11305,11,강북구,03,2023-08,31,167,51,22,637
11305,11,강북구,04,2023-08,16,91,29,14,366
11305,11,강북구,05,2023-08,0,128,35,2,727
11305,11,강북구,06,2023-08,311,524,246,285,2123
11305,11,강북구,07,2023-08,12,170,70,10,740
11305,11,강북구,08,2023-08,7,83,21,5,351
11305,11,강북구,09,2023-08,3,40,11,3,137
11305,11,강북구,10,2023-08,1,50,18,0,194
11305,11,강북구,11,2023-08,0,36,13,2,179
11305,11,강북구,12,2023-08,15,26,6,13,127
11305,11,강북구,13,2023-08,0,11,4,0,23
11320,11,도봉구,01,2023-08,31,516,152,31,2301
11320,11,도봉구,02,2023-08,6,156,53,7,739
11320,11,도봉구,03,2023-08,29,199,57,22,867
11320,11,도봉구,04,2023-08,21,108,33,15,463
11320,11,도봉구,05,2023-08,4,159,33,3,710
11320,11,도봉구,06,2023-08,531,506,265,310,2110
11320,11,도봉구,07,2023-08,23,164,57,70,855
11320,11,도봉구,08,2023-08,8,75,20,7,336
11320,11,도봉구,09,2023-08,6,38,18,6,153
11320,11,도봉구,10,2023-08,4,51,16,3,213
11320,11,도봉구,11,2023-08,4,31,5,3,144
11320,11,도봉구,12,2023-08,8,41,8,7,158
11320,11,도봉구,13,2023-08,0,9,6,0,35
11350,11,노원구,01,2023-08,47,876,253,25,3939
11350,11,노원구,02,2023-08,9,374,140,15,1738
11350,11,노원구,03,2023-08,67,350,133,32,1567
11350,11,노원구,04,2023-08,14,167,55,14,753
11350,11,노원구,05,2023-08,2,238,59,2,1121
11350,11,노원구,06,2023-08,875,775,585,453,2917
11350,11,노원구,07,2023-08,41,260,81,37,1122
11350,11,노원구,08,2023-08,4,97,36,6,427
11350,11,노원구,09,2023-08,4,57,29,11,263
11350,11,노원구,10,2023-08,11,70,31,19,302
11350,11,노원구,11,2023-08,2,48,10,2,223
11350,11,노원구,12,2023-08,2,50,17,3,215
11350,11,노원구,13,2023-08,1,12,3,0,56
11380,11,은평구,01,2023-08,19,827,236,27,3467
11380,11,은평구,02,2023-08,20,242,87,21,1117
11380,11,은평구,03,2023-08,52,268,73,33,1098
11380,11,은평구,04,2023-08,17,147,51,37,693
11380,11,은평구,05,2023-08,8,291,97,5,1387
11380,11,은평구,06,2023-08,413,750,331,289,2993
11380,11,은평구,07,2023-08,51,263,82,68,1138
11380,11,은평구,08,2023-08,6,93,33,3,471
11380,11,은평구,09,2023-08,3,50,16,4,203
11380,11,은평구,10,2023-08,5,66,24,5,277
11380,11,은평구,11,2023-08,8,45,10,4,222
11380,11,은평구,12,2023-08,4,52,16,4,237
11380,11,은평구,13,2023-08,0,8,2,0,45
11410,11,서대문구,01,2023-08,63,505,156,72,2259
11410,11,서대문구,02,2023-08,7,181,71,10,885
11410,11,서대문구,03,2023-08,24,169,53,28,645
11410,11,서대문구,04,2023-08,17,79,30,20,355
11410,11,서대문구,05,2023-08,8,193,38,12,914
11410,11,서대문구,06,2023-08,358,481,303,270,1765
11410,11,서대문구,07,2023-08,22,137,48,33,639
11410,11,서대문구,08,2023-08,7,56,7,8,224
11410,11,서대문구,09,2023-08,2,33,15,2,118
11410,11,서대문구,10,2023-08,5,42,7,8,152
11410,11,서대문구,11,2023-08,23,29,4,25,127
11410,11,서대문구,12,2023-08,4,29,7,17,115
11410,11,서대문구,13,2023-08,0,8,1,0,28
11440,11,마포구,01,2023-08,206,547,191,292,2623
11440,11,마포구,02,2023-08,77,245,83,83,1083
11440,11,마포구,03,2023-08,38,156,46,33,696
11440,11,마포구,04,2023-08,12,84,26,13,344
11440,11,마포구,05,2023-08,43,352,97,62,1530
11440,11,마포구,06,2023-08,1052,463,366,583,1761
11440,11,마포구,07,2023-08,96,148,36,129,612
11440,11,마포구,08,2023-08,140,49,10,30,190
11440,11,마포구,09,2023-08,40,33,5,28,129
11440,11,마포구,10,2023-08,53,40,22,35,141
11440,11,마포구,11,2023-08,1,43,2,8,144
11440,11,마포구,12,2023-08,24,24,10,27,101
11440,11,마포구,13,2023-08,4,2,3,3,27
11470,11,양천구,01,2023-08,38,659,188,44,2895
11470,11,양천구,02,2023-08,16,214,71,16,1047
11470,11,양천구,03,2023-08,57,202,61,52,915
11470,11,양천구,04,2023-08,4,116,80,4,473
11470,11,양천구,05,2023-08,8,199,63,8,940
11470,11,양천구,06,2023-08,601,556,407,345,2189
11470,11,양천구,07,2023-08,25,184,47,35,875
11470,11,양천구,08,2023-08,6,78,26,6,315
11470,11,양천구,09,2023-08,8,43,18,9,201
11470,11,양천구,10,2023-08,8,70,16,6,247
11470,11,양천구,11,2023-08,23,42,13,21,165
11470,11,양천구,12,2023-08,10,43,14,11,168
11470,11,양천구,13,2023-08,0,7,1,0,32
11500,11,강서구,01,2023-08,244,1050,343,245,4357
11500,11,강서구,02,2023-08,76,357,120,107,1636
11500,11,강서구,03,2023-08,54,311,87,61,1258
11500,11,강서구,04,2023-08,35,217,81,50,885
11500,11,강서구,05,2023-08,15,404,123,19,1677
11500,11,강서구,06,2023-08,1116,876,450,919,3319
11500,11,강서구,07,2023-08,447,315,78,385,1381
11500,11,강서구,08,2023-08,53,118,23,59,507
11500,11,강서구,09,2023-08,32,70,19,37,309
11500,11,강서구,10,2023-08,461,92,33,465,319
11500,11,강서구,11,2023-08,25,58,14,27,218
11500,11,강서구,12,2023-08,164,49,13,160,209
11500,11,강서구,13,2023-08,4,13,3,2,42
11530,11,구로구,01,2023-08,211,710,213,235,2976
11530,11,구로구,02,2023-08,110,252,74,164,1236
11530,11,구로구,03,2023-08,94,218,71,71,833
11530,11,구로구,04,2023-08,18,120,58,16,469
11530,11,구로구,05,2023-08,19,191,63,25,896
11530,11,구로구,06,2023-08,707,726,501,519,2586
11530,11,구로구,07,2023-08,141,215,80,167,889
11530,11,구로구,08,2023-08,45,105,31,35,449
11530,11,구로구,09,2023-08,42,79,23,53,315
11530,11,구로구,10,2023-08,74,76,26,90,314
11530,11,구로구,11,2023-08,6,39,13,13,174
11530,11,구로구,12,2023-08,45,53,21,39,211
11530,11,구로구,13,2023-08,0,11,18,0,34
11545,11,금천구,01,2023-08,226,388,136,278,1726
11545,11,금천구,02,2023-08,170,172,75,253,810
11545,11,금천구,03,2023-08,30,91,30,25,421
11545,11,금천구,04,2023-08,10,56,17,9,247
11545,11,금천구,05,2023-08,18,155,38,30,637
11545,11,금천구,06,2023-08,530,466,167,343,1721
11545,11,금천구,07,2023-08,209,137,37,260,614
11545,11,금천구,08,2023-08,39,85,22,33,354
11545,11,금천구,09,2023-08,69,42,17,98,196
11545,11,금천구,10,2023-08,122,63,18,118,230
11545,11,금천구,11,2023-08,36,39,8,41,159
11545,11,금천구,12,2023-08,112,54,9,131,220
11545,11,금천구,13,2023-08,3,5,2,3,24
11560,11,영등포구,01,2023-08,1062,653,227,1049,2765
11560,11,영등포구,02,2023-08,83,240,96,128,1080
11560,11,영등포구,03,2023-08,61,193,38,67,774
11560,11,영등포구,04,2023-08,122,85,34,57,355
11560,11,영등포구,05,2023-08,25,241,57,28,1010
11560,11,영등포구,06,2023-08,1297,432,153,1173,1771
11560,11,영등포구,07,2023-08,159,146,48,208,692
11560,11,영등포구,08,2023-08,132,75,9,93,313
11560,11,영등포구,09,2023-08,107,42,10,100,172
11560,11,영등포구,10,2023-08,143,46,19,175,184
11560,11,영등포구,11,2023-08,82,26,6,279,116
11560,11,영등포구,12,2023-08,257,28,9,508,119
11560,11,영등포구,13,2023-08,159,9,2,3,26
11590,11,동작구,01,2023-08,51,784,224,58,3033
11590,11,동작구,02,2023-08,11,260,94,12,1339
11590,11,동작구,03,2023-08,35,259,58,39,929
11590,11,동작구,04,2023-08,21,92,34,21,406
11590,11,동작구,05,2023-08,12,232,67,15,1057
11590,11,동작구,06,2023-08,436,536,246,373,1996
11590,11,동작구,07,2023-08,38,220,34,45,744
11590,11,동작구,08,2023-08,9,75,26,9,288
11590,11,동작구,09,2023-08,13,42,15,11,176
11590,11,동작구,10,2023-08,25,49,23,25,192
11590,11,동작구,11,2023-08,5,26,12,5,120
11590,11,동작구,12,2023-08,9,31,5,7,124
11590,11,동작구,13,2023-08,0,20,6,0,38
11620,11,관악구,01,2023-08,111,1037,341,119,4196
11620,11,관악구,02,2023-08,18,482,183,27,2280
11620,11,관악구,03,2023-08,49,294,80,48,1119
11620,11,관악구,04,2023-08,52,148,47,53,612
11620,11,관악구,05,2023-08,12,500,127,14,2101
11620,11,관악구,06,2023-08,442,793,309,310,3009
11620,11,관악구,07,2023-08,26,291,85,35,1062
11620,11,관악구,08,2023-08,108,111,22,10,511
11620,11,관악구,09,2023-08,5,57,25,6,249
11620,11,관악구,10,2023-08,18,93,27,20,342
11620,11,관악구,11,2023-08,1,69,9,2,241
11620,11,관악구,12,2023-08,1,48,17,1,188
11620,11,관악구,13,2023-08,4,11,4,4,46
11650,11,서초구,01,2023-08,485,449,121,539,2136
11650,11,서초구,02,2023-08,178,191,55,205,825
11650,11,서초구,03,2023-08,122,147,51,160,657
11650,11,서초구,04,2023-08,75,80,15,74,291
11650,11,서초구,05,2023-08,22,160,26,55,773
11650,11,서초구,06,2023-08,1226,254,70,1167,1019
11650,11,서초구,07,2023-08,266,104,23,277,446
11650,11,서초구,08,2023-08,201,28,7,634,104
11650,11,서초구,09,2023-08,69,15,2,65,50
11650,11,서초구,10,2023-08,77,14,5,90,75
11650,11,서초구,11,2023-08,24,14,5,30,69
11650,11,서초구,12,2023-08,146,19,2,162,39
11650,11,서초구,13,2023-08,6,6,2,7,27
11680,11,강남구,01,2023-08,1067,555,158,1530,2633
11680,11,강남구,02,2023-08,265,232,73,326,1066
11680,11,강남구,03,2023-08,89,157,36,128,683
11680,11,강남구,04,2023-08,113,85,31,129,377
11680,11,강남구,05,2023-08,79,239,39,110,1037
11680,11,강남구,06,2023-08,1816,359,99,1663,1287
11680,11,강남구,07,2023-08,583,126,35,678,619
11680,11,강남구,08,2023-08,416,39,4,318,137
11680,11,강남구,09,2023-08,174,15,3,141,71
11680,11,강남구,10,2023-08,241,30,13,194,109
11680,11,강남구,11,2023-08,89,14,4,103,92
11680,11,강남구,12,2023-08,88,8,3,123,48
11680,11,강남구,13,2023-08,4,11,1,15,31
11710,11,송파구,01,2023-08,1267,958,245,1421,4391
11710,11,송파구,02,2023-08,158,357,124,216,1656
11710,11,송파구,03,2023-08,58,309,75,64,1266
11710,11,송파구,04,2023-08,18,170,48,21,755
11710,11,송파구,05,2023-08,28,312,72,50,1351
11710,11,송파구,06,2023-08,919,680,233,931,2737
11710,11,송파구,07,2023-08,746,253,71,1020,1307
11710,11,송파구,08,2023-08,231,68,16,194,324
11710,11,송파구,09,2023-08,42,46,10,56,178
11710,11,송파구,10,2023-08,33,68,13,36,235
11710,11,송파구,11,2023-08,22,49,10,22,192
11710,11,송파구,12,2023-08,46,42,9,85,153
11710,11,송파구,13,2023-08,37,15,5,35,65
11740,11,강동구,01,2023-08,198,759,179,194,3234
11740,11,강동구,02,2023-08,39,282,68,48,1272
11740,11,강동구,03,2023-08,37,213,57,28,954
11740,11,강동구,04,2023-08,23,145,53,26,648
11740,11,강동구,05,2023-08,6,207,45,7,1012
11740,11,강동구,06,2023-08,584,572,208,481,2384
11740,11,강동구,07,2023-08,95,241,71,186,995
11740,11,강동구,08,2023-08,91,105,13,73,398
11740,11,강동구,09,2023-08,13,55,7,16,183
11740,11,강동구,10,2023-08,16,69,23,18,236
11740,11,강동구,11,2023-08,7,45,6,8,185
11740,11,강동구,12,2023-08,6,39,6,7,164
11740,11,강동구,13,2023-08,0,13,2,0,49
12110,12,목포시,01,2023-08,96,368,117,82,1537
12110,12,목포시,02,2023-08,45,96,39,62,461
12110,12,목포시,03,2023-08,71,201,64,64,849
12110,12,목포시,04,2023-08,84,190,62,118,780
12110,12,목포시,05,2023-08,23,34,14,28,168
12110,12,목포시,06,2023-08,684,337,747,186,1544
12110,12,목포시,07,2023-08,65,142,46,66,651
12110,12,목포시,08,2023-08,14,88,21,9,340
12110,12,목포시,09,2023-08,65,102,53,125,294
12110,12,목포시,10,2023-08,28,60,21,25,278
12110,12,목포시,11,2023-08,24,22,11,28,127
12110,12,목포시,12,2023-08,66,48,24,116,247
12110,12,목포시,13,2023-08,1,6,1,4,27
12130,12,여수시,01,2023-08,187,504,159,194,1824
12130,12,여수시,02,2023-08,139,135,38,196,553
12130,12,여수시,03,2023-08,63,105,51,49,535
12130,12,여수시,04,2023-08,48,122,43,49,457
12130,12,여수시,05,2023-08,11,39,8,13,161
12130,12,여수시,06,2023-08,635,292,565,193,1213
12130,12,여수시,07,2023-08,101,127,42,115,504
12130,12,여수시,08,2023-08,88,137,116,88,595
12130,12,여수시,09,2023-08,121,101,57,147,415
12130,12,여수시,10,2023-08,48,38,16,54,194
12130,12,여수시,11,2023-08,81,124,40,86,569
12130,12,여수시,12,2023-08,75,48,10,113,160
12130,12,여수시,13,2023-08,58,12,2,60,40
12150,12,순천시,01,2023-08,126,492,124,136,1923
12150,12,순천시,02,2023-08,99,171,50,138,706
12150,12,순천시,03,2023-08,64,163,41,73,701
12150,12,순천시,04,2023-08,91,231,66,108,751
12150,12,순천시,05,2023-08,28,55,12,23,215
12150,12,순천시,06,2023-08,514,263,433,183,1519
12150,12,순천시,07,2023-08,89,173,63,115,714
12150,12,순천시,08,2023-08,32,97,25,37,504
12150,12,순천시,09,2023-08,89,145,42,101,478
12150,12,순천시,10,2023-08,16,73,19,29,293
12150,12,순천시,11,2023-08,30,68,27,25,285
12150,12,순천시,12,2023-08,43,70,31,48,276
12150,12,순천시,13,2023-08,10,12,1,10,60
12170,12,나주시,01,2023-08,165,206,53,164,702
12170,12,나주시,02,2023-08,72,47,20,93,184
12170,12,나주시,03,2023-08,23,162,15,31,338
12170,12,나주시,04,2023-08,36,57,11,39,203
12170,12,나주시,05,2023-08,4,23,8,4,82
12170,12,나주시,06,2023-08,89,131,42,98,588
12170,12,나주시,07,2023-08,44,60,15,48,216
12170,12,나주시,08,2023-08,14,39,3,25,131
12170,12,나주시,09,2023-08,40,41,9,70,103
12170,12,나주시,10,2023-08,76,41,22,86,129
12170,12,나주시,11,2023-08,66,16,6,85,65
12170,12,나주시,12,2023-08,99,50,17,131,182
12170,12,나주시,13,2023-08,31,5,12,23,37
12190,12,광양시,01,2023-08,131,290,68,135,1125
12190,12,광양시,02,2023-08,93,88,27,134,337
12190,12,광양시,03,2023-08,53,109,34,45,426
12190,12,광양시,04,2023-08,27,119,27,51,368
12190,12,광양시,05,2023-08,8,23,3,8,101
12190,12,광양시,06,2023-08,155,119,34,142,665
12190,12,광양시,07,2023-08,175,101,34,171,463
12190,12,광양시,08,2023-08,60,70,20,81,331
12190,12,광양시,09,2023-08,171,99,39,196,458
12190,12,광양시,10,2023-08,62,40,11,55,170
12190,12,광양시,11,2023-08,20,26,5,15,124
12190,12,광양시,12,2023-08,78,44,19,71,156
12190,12,광양시,13,2023-08,0,4,2,0,34
12210,12,동구,01,2023-08,56,189,56,43,747
12210,12,동구,02,2023-08,32,60,22,35,359
12210,12,동구,03,2023-08,29,77,20,19,278
12210,12,동구,04,2023-08,26,52,24,18,237
12210,12,동구,05,2023-08,14,48,8,20,217
12210,12,동구,06,2023-08,149,129,57,57,594
12210,12,동구,07,2023-08,41,49,11,36,184
12210,12,동구,08,2023-08,2,18,6,1,104
12210,12,동구,09,2023-08,2,15,4,1,91
12210,12,동구,10,2023-08,4,34,6,9,127
12210,12,동구,11,2023-08,2,14,6,0,76
12210,12,동구,12,2023-08,14,14,2,22,73
12210,12,동구,13,2023-08,0,3,1,0,9
12240,12,서구,01,2023-08,129,594,170,145,2313
12240,12,서구,02,2023-08,79,162,63,91,818
12240,12,서구,03,2023-08,57,192,68,66,759
12240,12,서구,04,2023-08,34,174,62,40,651
12240,12,서구,05,2023-08,28,92,17,30,419
12240,12,서구,06,2023-08,344,361,269,118,1692
12240,12,서구,07,2023-08,39,161,43,42,701
12240,12,서구,08,2023-08,34,69,16,31,325
12240,12,서구,09,2023-08,42,69,25,61,283
12240,12,서구,10,2023-08,66,99,28,60,365
12240,12,서구,11,2023-08,4,48,11,5,176
12240,12,서구,12,2023-08,14,51,26,15,261
12240,12,서구,13,2023-08,0,8,0,0,35
12270,12,남구,01,2023-08,44,325,90,28,1490
12270,12,남구,02,2023-08,23,106,51,20,518
12270,12,남구,03,2023-08,57,146,47,42,613
12270,12,남구,04,2023-08,61,144,55,58,533
12270,12,남구,05,2023-08,3,69,12,7,288
12270,12,남구,06,2023-08,267,232,216,85,1213
12270,12,남구,07,2023-08,15,115,30,15,432
12270,12,남구,08,2023-08,13,40,11,28,229
12270,12,남구,09,2023-08,17,45,12,15,172
12270,12,남구,10,2023-08,18,62,17,18,207
12270,12,남구,11,2023-08,1,23,7,1,120
12270,12,남구,12,2023-08,7,32,5,5,161
12270,12,남구,13,2023-08,1,5,1,4,24
12300,12,북구,01,2023-08,153,856,275,148,3399
12300,12,북구,02,2023-08,95,292,96,99,1377
12300,12,북구,03,2023-08,61,330,79,50,1250
12300,12,북구,04,2023-08,134,301,84,111,1080
12300,12,북구,05,2023-08,30,125,40,36,629
12300,12,북구,06,2023-08,361,518,363,152,2532
12300,12,북구,07,2023-08,80,259,67,82,1110
12300,12,북구,08,2023-08,82,121,22,43,615
12300,12,북구,09,2023-08,83,135,30,89,471
12300,12,북구,10,2023-08,62,154,49,61,619
12300,12,북구,11,2023-08,25,62,20,21,315
12300,12,북구,12,2023-08,68,104,34,87,447
12300,12,북구,13,2023-08,15,13,1,15,71
12330,12,광산구,01,2023-08,224,810,228,215,3136
12330,12,광산구,02,2023-08,139,243,86,137,1153
12330,12,광산구,03,2023-08,39,257,82,43,1168
12330,12,광산구,04,2023-08,70,269,93,85,935
12330,12,광산구,05,2023-08,19,98,20,22,428
12330,12,광산구,06,2023-08,250,443,254,155,2136
12330,12,광산구,07,2023-08,159,253,62,152,1013
12330,12,광산구,08,2023-08,51,94,22,62,461
12330,12,광산구,09,2023-08,337,160,62,348,586
12330,12,광산구,10,2023-08,165,211,72,163,788
12330,12,광산구,11,2023-08,69,55,19,106,268
12330,12,광산구,12,2023-08,217,188,61,215,692
12330,12,광산구,13,2023-08,16,5,2,14,43
12710,12,담양군,01,2023-08,38,41,14,44,158
12710,12,담양군,02,2023-08,48,14,6,46,48
12710,12,담양군,03,2023-08,10,15,6,13,66
12710,12,담양군,04,2023-08,3,12,1,3,51
12710,12,담양군,05,2023-08,3,5,1,3,24
12710,12,담양군,06,2023-08,34,49,14,39,188
12710,12,담양군,07,2023-08,31,19,9,25,60
12710,12,담양군,08,2023-08,53,8,1,67,42
12710,12,담양군,09,2023-08,67,10,3,51,35
12710,12,담양군,10,2023-08,10,5,2,13,24
12710,12,담양군,11,2023-08,13,7,4,20,13
12710,12,담양군,12,2023-08,80,18,7,93,74
12710,12,담양군,13,2023-08,64,3,1,56,14
12720,12,곡성군,01,2023-08,47,27,4,50,104
12720,12,곡성군,02,2023-08,5,14,1,13,30
12720,12,곡성군,03,2023-08,8,7,1,11,32
12720,12,곡성군,04,2023-08,1,1,3,1,15
12720,12,곡성군,05,2023-08,0,4,0,0,16
12720,12,곡성군,06,2023-08,3,26,3,6,109
12720,12,곡성군,07,2023-08,1,9,2,1,40
12720,12,곡성군,08,2023-08,0,12,1,0,40
12720,12,곡성군,09,2023-08,0,5,2,0,13
12720,12,곡성군,10,2023-08,4,2,0,3,11
12720,12,곡성군,11,2023-08,1,1,2,1,7
12720,12,곡성군,12,2023-08,7,4,2,13,21
12720,12,곡성군,13,2023-08,24,2,0,25,19
12730,12,구례군,01,2023-08,1,19,8,7,76
12730,12,구례군,02,2023-08,15,4,3,13,21
12730,12,구례군,03,2023-08,1,10,1,2,43
12730,12,구례군,04,2023-08,2,7,0,2,24
12730,12,구례군,05,2023-08,0,1,0,0,6
12730,12,구례군,06,2023-08,3,11,9,7,99
12730,12,구례군,07,2023-08,0,7,1,0,25
12730,12,구례군,08,2023-08,0,7,1,0,34
12730,12,구례군,09,2023-08,0,0,1,0,10
12730,12,구례군,10,2023-08,0,2,0,0,11
12730,12,구례군,11,2023-08,0,0,1,0,11
12730,12,구례군,12,2023-08,10,1,0,11,21
12730,12,구례군,13,2023-08,2,3,1,3,10
12740,12,고흥군,01,2023-08,24,34,36,35,152
12740,12,고흥군,02,2023-08,13,9,4,13,31
12740,12,고흥군,03,2023-08,7,15,3,5,57
12740,12,고흥군,04,2023-08,13,7,2,13,27
12740,12,고흥군,05,2023-08,0,3,1,0,11
12740,12,고흥군,06,2023-08,11,26,5,17,144
12740,12,고흥군,07,2023-08,3,11,4,5,61
12740,12,고흥군,08,2023-08,0,6,2,2,73
12740,12,고흥군,09,2023-08,1,0,0,2,24
12740,12,고흥군,10,2023-08,0,3,1,0,21
12740,12,고흥군,11,2023-08,4,5,0,11,18
12740,12,고흥군,12,2023-08,28,10,1,35,42
12740,12,고흥군,13,2023-08,81,4,2,101,22
12750,12,보성군,01,2023-08,36,31,6,35,115
12750,12,보성군,02,2023-08,1,3,3,3,22
12750,12,보성군,03,2023-08,3,6,1,2,38
12750,12,보성군,04,2023-08,4,10,2,9,28
12750,12,보성군,05,2023-08,0,2,0,0,11
12750,12,보성군,06,2023-08,9,14,4,6,92
12750,12,보성군,07,2023-08,4,6,3,4,32
12750,12,보성군,08,2023-08,0,12,0,0,50
12750,12,보성군,09,2023-08,0,7,2,2,26
12750,12,보성군,10,2023-08,0,3,0,0,13
12750,12,보성군,11,2023-08,3,3,1,6,9
12750,12,보성군,12,2023-08,3,6,2,3,26
12750,12,보성군,13,2023-08,7,5,1,5,29
12760,12,화순군,01,2023-08,44,70,22,50,349
12760,12,화순군,02,2023-08,19,27,11,24,91
12760,12,화순군,03,2023-08,21,27,10,15,128
12760,12,화순군,04,2023-08,10,21,5,19,85
12760,12,화순군,05,2023-08,4,10,1,14,53
12760,12,화순군,06,2023-08,36,65,33,46,383
12760,12,화순군,07,2023-08,14,28,10,21,128
12760,12,화순군,08,2023-08,14,27,4,15,127
12760,12,화순군,09,2023-08,11,10,4,16,48
12760,12,화순군,10,2023-08,2,21,3,3,79
